Protein1,Protein2,Score,Experimental System Type
UXT,POLR2E,968,physical
SUV39H1,EHMT2,968,physical
NDUFA4,NDUFA1,968,physical
LBR,MECP2,968,physical
MYB,CEBPB,968,physical
SMARCB1,ACTL6B,968,physical
SMARCB1,SS18,968,physical
MRPL20,MRPL9,968,physical
STAT5A,ERBB4,968,physical
STAT5A,CRKL,968,physical
PPP1CC,PPP1R3B,968,physical
TNNI3,TNNI3K,968,physical
ERBB4,STAT5A,968,physical
HMGB1,CXCL12,968,physical
DLG1,MAPK12,968,physical
DLG1,DLG3,968,physical
RPL3,RPL13,968,physical
RPL27A,RPL31,968,physical
RPL27A,RPL32,968,physical
RPL27A,RPS18,968,physical
RPL27A,RPS12,968,physical
RPL27A,RPS26,968,physical
RPL27A,RPL38,968,physical
RPL27A,RPSA,968,physical
RPL27A,RPS23,968,physical
RPL27A,RPL21,968,physical
RPL27A,FAU,968,physical
RPL27A,RPL34,968,physical
RPL21,RPS18,968,physical
RPL21,RPL35,968,physical
RPL21,RPL27A,968,physical
RPL21,RPLP0,968,physical
RPL21,RPL34,968,physical
RPLP1,RPS25,968,physical
RPS3A,RPL5,968,physical
CRKL,STAT5A,968,physical
HKDC1,HK1,968,physical
FN1,STAT3,968,physical
SRGAP1,ROBO1,968,physical
AKAP9,PRKACA,968,physical
RPS26,RPLP0,968,physical
RPS26,RPL34,968,physical
RPS26,RPL13,968,physical
RPS26,RPL27A,968,physical
PPP4R2,PPP4R3B,968,physical
IL27,CRLF1,968,physical
MCRS1,KAT8,968,physical
H3C8,RAG2,968,physical
H3C8,HAT1,968,physical
EIF3B,EIF4G1,968,physical
EIF3B,EIF2S2,968,physical
MRPL21,MRPL9,968,physical
MT-ND6,NDUFB2,968,physical
MT-ND4L,NDUFS5,968,physical
MT-ND4L,NDUFB2,968,physical
RPL12,RPL32,968,physical
RPL12,RPL35,968,physical
RPL12,RPS19,968,physical
PSMB5,PSMD4,968,physical
CD47,SIRPB1,968,physical
HEATR1,PWP2,968,physical
ABCB10,SLC25A37,968,physical
HIST3H3,RAG2,968,physical
IARS2,MARS1,968,physical
IARS2,MARS2,968,physical
PFKFB2,PFKFB3,968,physical
CFHR4,CRP,968,physical
RNF2,BARD1,968,physical
ATP1B1,ATP1A3,968,physical
GATAD2B,MTA3,968,physical
S100A6,ANXA11,968,physical
MRPL9,MRPL21,968,physical
MRPL9,MRPL20,968,physical
MRPL9,GADD45GIP1,968,physical
PSMD4,PSMB5,968,physical
RGS10,GNAI3,968,physical
TAF5,SUPT3H,968,physical
GNAI3,RGS10,968,physical
IRAK1,PELI3,968,physical
RPL5,RPS25,968,physical
RPL5,RPL30,968,physical
RPL5,RPS17,968,physical
RPL5,RPS3A,968,physical
RPL5,RPL37A,968,physical
RPL5,RPL23A,968,physical
RPL5,RPL14,968,physical
RPL5,RPSA,968,physical
RPL5,RPL32,968,physical
GLMN,CUL1,968,physical
GTF2B,POLR2I,968,physical
MCOLN3,MCOLN1,968,physical
PRKACB,PRKAR1A,968,physical
SMARCA1,SMARCA5,968,physical
SORBS1,HLA-C,968,physical
NDUFA1,NDUFA4,968,physical
RNF113A,IK,968,physical
SUPT3H,TAF5,968,physical
EPS15,FCHO2,968,physical
RPL7A,RPL34,968,physical
NDUFS5,MT-ND4L,968,physical
PSMB2,PSMD8,968,physical
ATRX,RAD54B,968,physical
RBBP4,MBD2,968,physical
EIF3I,EIF5,968,physical
DLG3,DLG1,968,physical
EIF6,RPL23,968,physical
EIF2S2,EIF3B,968,physical
CUL4A,TRPC4AP,968,physical
HSPA1A,HSPBP1,968,physical
HLA-C,SORBS1,968,physical
HNRNPK,NCL,968,physical
BMI1,CBX6,968,physical
ANXA1,DYSF,968,physical
PRKACG,GSK3B,968,physical
KLHL21,CUL3,968,physical
NUP160,RANBP2,968,physical
RPS16,RPL4,968,physical
PRKCZ,SQSTM1,968,physical
BMP2,BMP4,968,physical
POLA1,POLE4,968,physical
MLLT3,EAF1,968,physical
RPS6,RPL34,968,physical
RPS6,RPL27,968,physical
CDK8,MED15,968,physical
SIRPB1,CD47,968,physical
JAK2,CSF2RB,968,physical
NOL10,UTP20,968,physical
SMARCA2,BCL7B,968,physical
CD9,HBEGF,968,physical
PSME1,PSMA2,968,physical
DIAPH1,RHOA,968,physical
SQSTM1,PRKCZ,968,physical
KIR3DL1,B2M,968,physical
RPS9,RPL38,968,physical
RPS9,RPL32,968,physical
RPS9,RPL15,968,physical
RPS9,RPL36,968,physical
RPL13A,RPL24,968,physical
CRLF1,IL27,968,physical
GRB2,FLT4,968,physical
PRKAR1A,PRKACB,968,physical
TRAF3,TLR3,968,physical
RPL24,RPL34,968,physical
RPL24,RPL27,968,physical
RPL24,RPL13A,968,physical
RPL24,RPS5,968,physical
RPL24,RPS18,968,physical
RPL24,RPL35,968,physical
GTF2F1,POLR2F,968,physical
RPL34,RPL35,968,physical
RPL34,RPL18,968,physical
RPL34,RPL27A,968,physical
RPL34,RPL32,968,physical
RPL34,RPS18,968,physical
RPL34,RPS26,968,physical
RPL34,RPL24,968,physical
RPL34,RPL38,968,physical
RPL34,RPS6,968,physical
RPL34,RPL13,968,physical
RPL34,RPL14,968,physical
RPL34,RPL27,968,physical
RPL34,RPL31,968,physical
RPL34,RPL21,968,physical
RPL34,RPS23,968,physical
RPL34,RPL7A,968,physical
RPL34,RPS25,968,physical
RPL34,RPL36,968,physical
RPL34,RPL15,968,physical
ALDOC,ALDOA,968,physical
EHMT2,SUV39H1,968,physical
CXCL12,HMGB1,968,physical
RPL14,RPL34,968,physical
RPL14,RPL5,968,physical
RPS8,RPL9P9,968,physical
RPS8,RPLP0,968,physical
EAF1,MLLT3,968,physical
UBE2G1,UBC,968,physical
MRPL23,MRPL17,968,physical
MRPL23,MRPL16,968,physical
MRPL23,MRPL27,968,physical
MRPL23,MRPL22,968,physical
CABIN1,MEF2B,968,physical
DOT1L,MLLT1,968,physical
RBBP8,ZNF350,968,physical
RUNX3,TBX21,968,physical
SNU13,DCAF13,968,physical
CSF2RB,JAK2,968,physical
CBX6,BMI1,968,physical
AKAP12,ADRB2,968,physical
PYCR1,PYCR3,968,physical
POLR2F,GTF2F1,968,physical
MTA3,GATAD2B,968,physical
PSMD14,PSMB6,968,physical
PBRM1,DPF3,968,physical
RPL31,RPL27A,968,physical
RPL31,RPL34,968,physical
RPL31,RPS25,968,physical
DYSF,ANXA1,968,physical
CXCR4,CXCL14,968,physical
RAB1A,RAB1B,968,physical
ACAN,VCAN,968,physical
TCF12,NEUROD1,968,physical
RPL23A,RPL5,968,physical
RPL23A,RPS12,968,physical
RPL23A,RPS15,968,physical
RPL23A,RPL28,968,physical
RPSA,RPL38,968,physical
RPSA,RPL5,968,physical
RPSA,RPL27A,968,physical
DDN,WWC1,968,physical
CYLD,RIPK1,968,physical
RPS18,RPL21,968,physical
RPS18,RPL30,968,physical
RPS18,RPL34,968,physical
RPS18,RPL15,968,physical
RPS18,RPL18,968,physical
RPS18,RPL27A,968,physical
RPS18,RPL6,968,physical
RPS18,RPL4,968,physical
RPS18,RPL24,968,physical
FCHO2,EPS15,968,physical
MORF4L2,ING3,968,physical
MECP2,LBR,968,physical
IK,RNF113A,968,physical
DHFR,TYMS,968,physical
PSMD13,PSMA4,968,physical
GSPT1,CRBN,968,physical
ANXA11,S100A6,968,physical
PPP2R2D,PPP2CB,968,physical
RHOA,DIAPH1,968,physical
L3MBTL1,H4C9,968,physical
MEF2B,CABIN1,968,physical
RPL6,RPS24,968,physical
RPL6,RPS18,968,physical
RPL6,RPS15,968,physical
MRPL55,MRPL46,968,physical
ARRB2,ARRB1,968,physical
KAT8,MCRS1,968,physical
KAT8,MSL3,968,physical
LAMP2,LAMP1,968,physical
ARRB1,ARRB2,968,physical
BCL7B,ARID1B,968,physical
BCL7B,SMARCA2,968,physical
CDKN1C,CDK2,968,physical
RPS24,RPL6,968,physical
PSMA1,PSMC1,968,physical
PSMA1,PSME2,968,physical
SS18,ARID1A,968,physical
SS18,ARID1B,968,physical
SS18,SMARCB1,968,physical
EIF4G1,EIF3B,968,physical
RPL32,RPS15,968,physical
RPL32,RPL35A,968,physical
RPL32,RPL27A,968,physical
RPL32,RPL12,968,physical
RPL32,RPS9,968,physical
RPL32,RPL34,968,physical
RPL32,RPL5,968,physical
RPL32,RPL29,968,physical
RPL37A,RPS19,968,physical
RPL37A,RPL5,968,physical
RPL37A,RPS7,968,physical
RPL37A,RPS5,968,physical
NDUFB2,MT-ND4L,968,physical
NDUFB2,MT-ND6,968,physical
WWTR1,TEAD2,968,physical
POLE4,POLA1,968,physical
RPL23,RPLP0,968,physical
RPL23,RPS5,968,physical
RPL23,EIF6,968,physical
ROBO1,SRGAP1,968,physical
SH3BP2,PLCG1,968,physical
WWC1,DDN,968,physical
RPL30,RPS20,968,physical
RPL30,RPS25,968,physical
RPL30,RPS18,968,physical
RPL30,RPS5,968,physical
RPL30,RPL5,968,physical
RPL26L1,RPL27,968,physical
LYN,VAV1,968,physical
SLC25A37,ABCB10,968,physical
RPS20,RPL30,968,physical
RPS20,RPL38,968,physical
MRPL22,MRPL23,968,physical
FAU,RPL11,968,physical
FAU,RPL27A,968,physical
TRAF6,IKBKE,968,physical
ATP6V0B,ATP6V0D2,968,physical
RPS25,RPLP1,968,physical
RPS25,RPL30,968,physical
RPS25,RPL5,968,physical
RPS25,RPL31,968,physical
RPS25,RPL28,968,physical
RPS25,RPL34,968,physical
RPS13,RPL9P9,968,physical
DICER1,DDX6,968,physical
IST1,VPS4B,968,physical
UBC,AMFR,968,physical
UBC,OTUB2,968,physical
UBC,OTUB1,968,physical
UBC,UBE2G1,968,physical
OTUB1,UBC,968,physical
YTHDF2,CNOT1,968,physical
ATP1A3,ATP1B1,968,physical
BCL7A,ARID1B,968,physical
RPL18,RPL34,968,physical
RPL18,RPS18,968,physical
RPL18,RPL4,968,physical
NR1H4,NCOR1,968,physical
TGFBR1,MSTN,968,physical
APAF1,AVEN,968,physical
BRF1,TBP,968,physical
RPLP0,RPL21,968,physical
RPLP0,RPS8,968,physical
RPLP0,RPL18A,968,physical
RPLP0,RPS11,968,physical
RPLP0,RPL36,968,physical
RPLP0,RPS26,968,physical
RPLP0,RPL23,968,physical
SNW1,SNRNP200,968,physical
RPL28,RPL23A,968,physical
RPL28,RPS25,968,physical
RPL28,RPS11,968,physical
RPL28,RPL13,968,physical
RPL28,RPL38,968,physical
RPL28,RPS15,968,physical
RPL28,RPL35,968,physical
POLR2A,MED6,968,physical
IKBKE,TRAF6,968,physical
RPL36,RPS12,968,physical
RPL36,RPL9P9,968,physical
RPL36,RPL4,968,physical
RPL36,RPS9,968,physical
RPL36,RPL34,968,physical
RPL36,RPLP0,968,physical
RPL27,RPL24,968,physical
RPL27,RPS12,968,physical
RPL27,RPS6,968,physical
RPL27,RPL11,968,physical
RPL27,RPL26L1,968,physical
RPL27,RPL37,968,physical
RPL27,RPL34,968,physical
RPL27,RPS17,968,physical
RPS15,RPL6,968,physical
RPS15,RPL32,968,physical
RPS15,RPL19,968,physical
RPS15,RPL23A,968,physical
RPS15,RPL28,968,physical
MBTD1,BRD8,968,physical
RPS19,RPL9P9,968,physical
RPS19,RPL37A,968,physical
RPS19,RPL13,968,physical
RPS19,RPL12,968,physical
TEAD2,WWTR1,968,physical
VAV1,EZH2,968,physical
VAV1,LYN,968,physical
RPS5,RPL37A,968,physical
RPS5,RPL30,968,physical
RPS5,RPL15,968,physical
RPS5,RPL19,968,physical
RPS5,RPL24,968,physical
RPS5,RPL23,968,physical
GTF2H5,CDK7,968,physical
POLR2E,UXT,968,physical
RAG2,HIST2H3D,968,physical
RAG2,HIST3H3,968,physical
RAG2,H3-2,968,physical
RAG2,H3C8,968,physical
DDX6,DICER1,968,physical
DPF3,PBRM1,968,physical
CYFIP2,WASF3,968,physical
TRAPPC3,TRAPPC10,968,physical
SEMA3B,NRP1,968,physical
VPS11,VPS33B,968,physical
MED6,POLR2D,968,physical
MED6,POLR2C,968,physical
MED6,POLR2A,968,physical
PPP4R3B,PPP4R2,968,physical
TCF7L2,BCL9,968,physical
VPS8,VPS18,968,physical
PTPN11,PILRA,968,physical
ARID1B,BCL7B,968,physical
ARID1B,SS18,968,physical
ARID1B,BCL7A,968,physical
PFKFB3,PFKFB2,968,physical
HK1,HKDC1,968,physical
HK1,HK2,968,physical
RPL9P9,RPL36,968,physical
RPL9P9,RPS11,968,physical
RPL9P9,RPS13,968,physical
RPL9P9,RPS8,968,physical
RPL9P9,RPS19,968,physical
ACTB,ACTR3C,968,physical
ACTB,ACTR3B,968,physical
RPS7,RPL37A,968,physical
RPL35A,RPL32,968,physical
RPL35A,RPS12,968,physical
ALDOA,ALDOC,968,physical
RPL11,FAU,968,physical
RPL11,RPL27,968,physical
DLG4,KCNA4,968,physical
B2M,KIR3DL1,968,physical
RPS17,RPL5,968,physical
RPS17,RPL27,968,physical
ELMO3,ELMO1,968,physical
WDR26,RMND5A,968,physical
S100A2,TP53,968,physical
H3-2,RAG2,968,physical
H3-2,CBX2,968,physical
GABARAPL2,FUNDC1,967,physical
PSMA4,PSME2,967,physical
DERL2,DERL1,967,physical
PPP2R5B,PPP2CA,967,physical
PPP2R5B,PPP2R1A,967,physical
NDUFB4,NDUFAF1,967,physical
DLD,AMT,967,physical
NDUFB7,NDUFAF1,967,physical
SNRPD3,WDR77,967,physical
MCM5,MCM9,967,physical
CTSG,SERPINA3,967,physical
EIF5,EIF2S2,967,physical
PSME2,PSMA4,967,physical
PSMD10,PSMC5,967,physical
CCL22,CCR2,967,physical
PARD6A,MPP5,967,physical
NME3,NME1,967,physical
PSMD7,PSMA5,967,physical
MTMR9,MTMR8,967,physical
PPP2CB,PPP2R5D,967,physical
SF3A2,SNRPC,967,physical
FBL,WDR36,967,physical
RPL18A,RPL37A,967,physical
RPL18A,EIF6,967,physical
RPL18A,RPS5,967,physical
RPL18A,RPL5,967,physical
RPL18A,RPS13,967,physical
RPL18A,RPS19,967,physical
PSMA2,PSMD6,967,physical
CHMP5,CHMP6,967,physical
P2RX5,P2RX6,967,physical
COL1A1,COL5A1,967,physical
EFNB3,RGS3,967,physical
ASF1A,TAF1,967,physical
FBXO5,ANAPC2,967,physical
RPS12,RPL5,967,physical
BYSL,BMS1,967,physical
NDUFS7,NDUFAF4,967,physical
ATP6V1B1,ATP6V1B2,967,physical
WDR77,SNRPD3,967,physical
APOA1,APOA4,967,physical
DDX39A,SARNP,967,physical
MPHOSPH10,UTP15,967,physical
SNRPC,SF3A2,967,physical
H4C9,ASF1B,967,physical
ATXN1,CIC,967,physical
NOP53,AGL,967,physical
PYCARD,NLRP6,967,physical
TRAF2,CD40,967,physical
SMO,EVC,967,physical
NDUFA2,NDUFAF1,967,physical
MRPL34,MRPL13,967,physical
LSM7,PPIH,967,physical
NDUFA10,NDUFA4,967,physical
NDUFA10,NDUFAF1,967,physical
H3-3B,ING1,967,physical
BRD8,MORF4L2,967,physical
NASP,HIST2H3D,967,physical
KRAS,MAPKAP1,967,physical
CCNB1,PLK1,967,physical
PHC2,PHC3,967,physical
MDM2,RPL26,967,physical
TMEM231,TCTN1,967,physical
MRPL44,MRPL46,967,physical
RPL35,RPS7,967,physical
RPL35,RPLP0,967,physical
DERL1,DERL2,967,physical
MRPS18B,MRPS24,967,physical
GTF2H4,POLR2A,967,physical
NDUFAF1,NDUFA1,967,physical
NDUFAF1,NDUFA2,967,physical
NDUFAF1,NDUFA7,967,physical
NDUFAF1,NDUFS2,967,physical
NDUFAF1,NDUFA10,967,physical
NDUFAF1,NDUFB8,967,physical
NDUFAF1,NDUFA3,967,physical
NDUFAF1,NDUFV2,967,physical
NDUFAF1,NDUFV1,967,physical
NDUFAF1,NDUFB4,967,physical
NDUFAF1,NDUFA5,967,physical
NDUFAF1,NDUFS4,967,physical
NDUFAF1,NDUFB3,967,physical
NDUFAF1,NDUFC1,967,physical
NDUFAF1,NDUFAB1,967,physical
NDUFAF1,NDUFS6,967,physical
NDUFAF1,NDUFV3,967,physical
NDUFAF1,NDUFB2,967,physical
NDUFAF1,MT-ND4,967,physical
NDUFAF1,NDUFS8,967,physical
NDUFAF1,NDUFB9,967,physical
NDUFAF1,NDUFB10,967,physical
NDUFAF1,NDUFB7,967,physical
ADAM10,TSPAN33,967,physical
BCAR3,BCAR1,967,physical
CYP2C9,CYP2C19,967,physical
KLF3,CTBP1,967,physical
PPP2R5A,PPP2R1B,967,physical
USP22,TAF10,967,physical
MPP5,PARD6A,967,physical
RBM25,SRRM1,967,physical
SGCA,SGCB,967,physical
MYOM2,DDX58,967,physical
VIPR2,VIPR1,967,physical
CREBBP,SMAD3,967,physical
CREBBP,KMT2A,967,physical
RPL8,RPS18,967,physical
E2F3,E2F1,967,physical
MAPK3,LAMTOR3,967,physical
EPC1,MORF4L1,967,physical
UBE2R2,RPS27A,967,physical
IL37,SMAD3,967,physical
ASF1B,H4C9,967,physical
KAT2B,TAF9B,967,physical
KAT2B,NCOA3,967,physical
KAT2B,ENY2,967,physical
PDCL3,CCT4,967,physical
UBE2S,UBE2C,967,physical
EVC,SMO,967,physical
EGF,NTRK1,967,physical
MAPKAP1,KRAS,967,physical
NDUFA9,NDUFA4,967,physical
SNRPF,RNPC3,967,physical
CDK2,WEE1,967,physical
VPS37B,UBAP1,967,physical
PXN,CTNNB1,967,physical
FGF7,HSPG2,967,physical
UQCRC2,COX6B1,967,physical
NDUFB10,NDUFAF1,967,physical
ERBB2,HSP90AB1,967,physical
RPS11,RPL36,967,physical
RPS11,RPL23,967,physical
RPS11,RPL35A,967,physical
RPS11,RPL6,967,physical
RPS11,RPL4,967,physical
PSMA5,PSMD7,967,physical
PSMA5,PSME1,967,physical
RPS27A,UBE2R2,967,physical
RPS27A,UBE2V2,967,physical
AMT,DLD,967,physical
NDUFS6,NDUFAF1,967,physical
ATP6V1B2,ATP6V1B1,967,physical
NDUFB9,NDUFAF1,967,physical
RPS3,RPL6,967,physical
RPS3,RPL11,967,physical
RPS3,RPL35A,967,physical
RPS3,RPL23,967,physical
SCN2B,SCN9A,967,physical
NIPBL,PDS5A,967,physical
NUP205,NUP62,967,physical
APPL1,SRC,967,physical
IGF2BP1,IGF2,967,physical
PSMB4,PSMD2,967,physical
CTBP1,KLF3,967,physical
CCR2,CCL22,967,physical
TAF6L,SGF29,967,physical
RPL29,RPL14,967,physical
AGL,NOP53,967,physical
RPN1,TUSC3,967,physical
NDUFS4,NDUFAF1,967,physical
UTP15,MPHOSPH10,967,physical
UTP15,WDR36,967,physical
SCIN,HCLS1,967,physical
SCIN,CTTN,967,physical
VEGFD,VEGFC,967,physical
NDUFB8,NDUFAF1,967,physical
TAF10,USP22,967,physical
CLEC4E,CLEC4D,967,physical
CLEC4D,CLEC4E,967,physical
PLK1,CCNB1,967,physical
AKTIP,HOOK1,967,physical
NDUFA7,NDUFAF1,967,physical
POLR2G,SUPT6H,967,physical
PA2G4,RPL30,967,physical
PDS5A,NIPBL,967,physical
DEFB4B,TLR4,967,physical
SYCE1,SYCE3,967,physical
SMAD1,LEMD3,967,physical
MRPL13,MRPL34,967,physical
PPIH,EFTUD2,967,physical
PPIH,LSM7,967,physical
SDC2,SDC1,967,physical
QARS1,RARS2,967,physical
RPL13,RPL7,967,physical
RPL13,RPL5,967,physical
RPL13,RPL13A,967,physical
COMMD1,CCDC22,967,physical
LEMD3,SMAD1,967,physical
HLTF,UBE2N,967,physical
RPL15,RPS15,967,physical
RPL15,RPL5,967,physical
RPL15,RPLP0,967,physical
HCFC1,POU2F1,967,physical
PRKACA,EZR,967,physical
NLRP6,PYCARD,967,physical
RPL38,RPL5,967,physical
RPL38,RPLP1,967,physical
RPL38,RPS7,967,physical
RPL38,RPL13A,967,physical
PSMD2,PSMB4,967,physical
PSMC5,PSMD10,967,physical
CKS1B,CUL1,967,physical
PSMA8,PSMB2,967,physical
NPAS4,ARNT,967,physical
PPP2R1B,PPP2R5A,967,physical
RPL4,RPL23,967,physical
RPL4,RPS19,967,physical
RPL4,EIF6,967,physical
RPL4,RPS28,967,physical
RPL4,RPS13,967,physical
RPL4,RPS8,967,physical
RPL4,RPS11,967,physical
MRPL46,MRPL20,967,physical
MRPL46,MRPL44,967,physical
PHKB,PHKG2,967,physical
C1QB,C1S,967,physical
ANAPC2,FBXO5,967,physical
MCM9,MCM5,967,physical
IL1RAP,PTPRD,967,physical
NDUFS8,NDUFAF3,967,physical
NDUFS8,NDUFAF1,967,physical
TLN1,TLN2,967,physical
SGF29,TAF6L,967,physical
UBE2N,HLTF,967,physical
CYC1,NDUFA12,967,physical
CHMP6,CHMP5,967,physical
MRPS24,MRPS18B,967,physical
SUPT6H,POLR2G,967,physical
HCLS1,SCIN,967,physical
HCLS1,GSN,967,physical
NDUFAF3,NDUFS8,967,physical
SMC1A,RAD21L1,967,physical
POLR2L,SUPT5H,967,physical
PPP2R1A,PPP2R5B,967,physical
COPG1,COPE,967,physical
MICOS10,APOOL,967,physical
COX14,COA3,967,physical
SRRM1,RBM25,967,physical
ZFPM1,RBBP4,967,physical
CUL1,CKS1B,967,physical
VIPR1,VIPR2,967,physical
NDUFV2,NDUFAF1,967,physical
NDUFA12,CYC1,967,physical
MORF4L1,EPC1,967,physical
KLHL22,KLHL13,967,physical
SMAD3,CREBBP,967,physical
SMAD3,IL37,967,physical
SMAD3,TGFBR1,967,physical
HIST2H3D,NASP,967,physical
HIST2H3D,ING1,967,physical
HIST2H3D,TRIM24,967,physical
BSG,CD44,967,physical
HSP90AA1,HSF1,967,physical
NME1,NME3,967,physical
SARNP,DDX39A,967,physical
EZR,PRKACG,967,physical
EZR,PRKACB,967,physical
EZR,PRKACA,967,physical
NDUFA4,NDUFA9,967,physical
NDUFA4,NDUFA10,967,physical
RPL7,RPL37A,967,physical
RPL7,RPL18,967,physical
RPL7,RPL32,967,physical
RPL7,RPL9P9,967,physical
RPL7,RPL13,967,physical
RPL7,RPL31,967,physical
H3F3C,ING1,967,physical
TAF9B,KAT2B,967,physical
PARK7,PRKN,967,physical
TRIM24,HIST2H3D,967,physical
TRIM24,H3-2,967,physical
SMARCB1,BRD9,967,physical
MRPL20,MRPL46,967,physical
RPS2,RPL23,967,physical
GJA4,GJA5,967,physical
CPSF7,CPSF1,967,physical
E2F1,E2F3,967,physical
DPY30,KDM6A,967,physical
RPL3,RPL5,967,physical
RPL3,RPL31,967,physical
RPL3,RPL6,967,physical
RPL27A,RPL5,967,physical
RPL27A,RPL23,967,physical
RPL27A,UBA52,967,physical
RPL27A,RPL13A,967,physical
RPL21,RPS7,967,physical
RPL21,RPL13A,967,physical
RPL21,RPS5,967,physical
RPLP1,RPL14,967,physical
RPLP1,RPL38,967,physical
RPS3A,RPL23,967,physical
RPS3A,RPL11,967,physical
ETFB,ACADM,967,physical
NDUFV3,NDUFAF1,967,physical
PDGFA,PDGFC,967,physical
RAC1,ARFIP2,967,physical
AKAP9,PRKACB,967,physical
UBE2C,UBE2S,967,physical
RPS26,RPL5,967,physical
BRPF3,BRD1,967,physical
APOA4,APOA1,967,physical
PHF8,H3C8,967,physical
ARNT,NPAS4,967,physical
H2AC17,H2BC11,967,physical
H3C8,PHF8,967,physical
H3C8,ING1,967,physical
ERC1,UNC13B,967,physical
RPL12,RPL37A,967,physical
COA3,COX14,967,physical
MT-ND4,NDUFAF1,967,physical
KCNK1,KCNK2,967,physical
ACTA1,ACTR2,967,physical
HIST3H3,ING1,967,physical
CDC42BPA,LURAP1,967,physical
PRKN,PARK7,967,physical
POU2F1,HCFC1,967,physical
FCGR3A,FCGR1A,967,physical
NDUFS2,NDUFAF1,967,physical
FCGR1A,FCGR3A,967,physical
NDUFAF4,NDUFS7,967,physical
RARS2,QARS1,967,physical
RPL5,RPL15,967,physical
RPL5,RPL28,967,physical
RPL5,RPL18A,967,physical
RPL5,RPL13,967,physical
RPL5,RPL7A,967,physical
RPL5,RPL3,967,physical
RPL5,RPL27A,967,physical
RPL5,RPL18,967,physical
RPL5,RPL27,967,physical
RPL5,RPL38,967,physical
RPL5,RPL24,967,physical
RPL5,RPS12,967,physical
RPL5,RPL13A,967,physical
RPL5,RPS26,967,physical
RPL5,RPS6,967,physical
PRKACB,AKAP9,967,physical
PRKACB,EZR,967,physical
ACADM,ETFB,967,physical
GADD45A,MAP3K4,967,physical
HOOK1,AKTIP,967,physical
JUN,FBXW7,967,physical
CYP2C19,CYP2C9,967,physical
NDUFA1,NDUFAF1,967,physical
HSP90AB1,ERBB2,967,physical
HSP90AB1,BRAF,967,physical
COL5A1,COL1A1,967,physical
LURAP1,CDC42BPA,967,physical
NCOA3,KAT2B,967,physical
RPL7A,RPL35A,967,physical
RPL7A,RPS5,967,physical
RPL7A,RPL5,967,physical
CD40,TRAF2,967,physical
ABL1,ABI1,967,physical
STK4,RASSF5,967,physical
APOOL,MICOS10,967,physical
PSMB2,PSMA8,967,physical
GLP1R,GNB1,967,physical
RBBP4,PHF19,967,physical
RBBP4,ZFPM1,967,physical
PHKA1,PHKG2,967,physical
HDAC1,MBD3,967,physical
SRC,APPL1,967,physical
GSN,HCLS1,967,physical
TRAF1,TNFRSF1B,967,physical
TLR4,DEFB4B,967,physical
RGS3,EFNB3,967,physical
FOXO4,ATXN3,967,physical
EIF6,RPL4,967,physical
EIF6,RPL18A,967,physical
BMS1,BYSL,967,physical
AR,ESR1,967,physical
HSPG2,FGF7,967,physical
HSPG2,FBLN2,967,physical
MTMR8,MTMR9,967,physical
EIF2S2,EIF5,967,physical
ING1,H3-2,967,physical
ING1,HIST3H3,967,physical
ING1,H3F3C,967,physical
ING1,H3-3B,967,physical
ING1,H3C8,967,physical
ING1,HIST2H3D,967,physical
ABI1,ABL1,967,physical
CCDC22,COMMD1,967,physical
TNFRSF1B,TRAF1,967,physical
CTTN,SCIN,967,physical
PRKACG,EZR,967,physical
KDM6A,DPY30,967,physical
ACTR2,ACTA1,967,physical
FUNDC1,GABARAPL2,967,physical
GNB1,GLP1R,967,physical
LGR4,RNF43,967,physical
DDX58,MYOM2,967,physical
BCL7C,ARID1B,967,physical
RPS6,RPL5,967,physical
CWC27,EIF4A3,967,physical
SDC1,SDC2,967,physical
PTPRD,IL1RAP,967,physical
IL6ST,JAK2,967,physical
SGCB,SGCA,967,physical
JAK2,IL6ST,967,physical
RAD1,RAD9B,967,physical
PSME1,PSMA5,967,physical
SQSTM1,UBC,967,physical
RPS9,RPL23,967,physical
RPS9,RPL11,967,physical
RPL13A,RPL38,967,physical
RPL13A,RPL31,967,physical
RPL13A,RPL5,967,physical
RPL13A,RPL27A,967,physical
RPL13A,RPL13,967,physical
RPL13A,RPL21,967,physical
RPL13A,RPL34,967,physical
MAP3K4,GADD45A,967,physical
RAD9B,RAD1,967,physical
AP1G1,ARF1,967,physical
HMMR,CD44,967,physical
RPL24,RPL5,967,physical
RPL24,RPS15,967,physical
RPL24,RPS7,967,physical
CCT4,PDCL3,967,physical
GTF2F1,POLR2A,967,physical
RPL34,RPL6,967,physical
RPL34,RPL13A,967,physical
INCENP,KIF20A,967,physical
KIF20A,INCENP,967,physical
SMARCD1,SS18,967,physical
RPL14,RPLP1,967,physical
RPL14,RPL29,967,physical
RPL14,RPS5,967,physical
RPS8,RPL4,967,physical
TCTN1,TMEM231,967,physical
ITGB2,ITGB3,967,physical
SHARPIN,BIRC2,967,physical
FBLN2,HSPG2,967,physical
C1S,C1QB,967,physical
SYCE3,SYCE1,967,physical
SCN9A,SCN1B,967,physical
SCN9A,SCN2B,967,physical
RAD21L1,SMC1A,967,physical
RPL31,RPL13A,967,physical
RPL31,RPS24,967,physical
RPL31,RPL7,967,physical
RPL31,RPL3,967,physical
UBA52,RPL27A,967,physical
CASP4,GSDMD,967,physical
RPL23A,RPS24,967,physical
