Protein1,Protein2,Score,Experimental System Type
BIRC2,UBC,970,physical
AATF,NAT10,970,physical
AATF,MPHOSPH10,970,physical
UBB,UBE2V2,970,physical
ADRM1,USP14,970,physical
ADRM1,PSMC1,970,physical
ADRM1,UBC,970,physical
UHRF1,H3F3C,970,physical
UHRF1,H3-2,970,physical
CYFIP2,CYFIP1,970,physical
SRRT,ALYREF,970,physical
SEM1,PSMD13,970,physical
CYFIP1,CYFIP2,970,physical
IFNL3,IFNL1,970,physical
MED6,CCNC,970,physical
PPP4R3B,PPP4R3A,970,physical
DCAF7,CUL4B,970,physical
DCAF7,CUL4A,970,physical
ICOSLG,TNFRSF4,970,physical
UQCRHL,UQCRC2,970,physical
UQCRHL,UQCRB,970,physical
UQCRHL,UQCRQ,970,physical
UQCRHL,UQCR10,970,physical
SHANK3,NLGN4X,970,physical
RPL9P9,RPS16,970,physical
RPL9P9,RPL11,970,physical
UBE2T,FANCE,970,physical
RPS7,RPL15,970,physical
RPGR,PDE6D,970,physical
RPL35A,RPL31,970,physical
RPL11,RPL9P9,970,physical
RPL11,RPS13,970,physical
ITGAM,GP1BA,970,physical
EIF2B5,EIF2S2,970,physical
IFIH1,NLRC5,970,physical
COX7B,NDUFA4,970,physical
INO80,NFRKB,970,physical
INO80,MCRS1,970,physical
CDC42,FMNL1,970,physical
DLG4,CALM1,970,physical
RPS17,RPL23A,970,physical
FAS,TRADD,970,physical
FAS,CASP10,970,physical
H3-2,UHRF1,970,physical
ITCH,PCBP2,970,physical
RALA,RASA1,969,physical
CX3CL1,CXCR3,969,physical
RB1CC1,TP53,969,physical
GABARAPL2,ATG5,969,physical
PSMA4,PSMB10,969,physical
PSMA4,PSMD3,969,physical
DCN,IGF1,969,physical
PSMC4,PSMA5,969,physical
BCL3,PIR,969,physical
ERLEC1,SEL1L,969,physical
ACTR6,ZNHIT1,969,physical
ITGB4,COL17A1,969,physical
PSMD5,PSMD2,969,physical
CENPM,CENPX,969,physical
RBX1,COPS2,969,physical
CTSG,MMP9,969,physical
PSMA3,PSMD11,969,physical
EIF5,EIF3B,969,physical
BRMS1L,ARID4A,969,physical
CHMP4B,CHMP6,969,physical
FBL,NOL6,969,physical
FBL,UTP3,969,physical
FBL,DCAF13,969,physical
RPL18A,RPSA,969,physical
RPL18A,RPS11,969,physical
RPL18A,RPL23A,969,physical
RPL18A,RPL3,969,physical
RPL18A,RPL23,969,physical
STX1A,STX4,969,physical
WASL,WIPF2,969,physical
AIMP2,RARS1,969,physical
MRPL32,MRPL40,969,physical
SETX,BRCA1,969,physical
SUPT4H1,POLR2L,969,physical
SUPT4H1,POLR2H,969,physical
GOSR1,BET1L,969,physical
MRPL27,MRPL40,969,physical
MRPL27,MRPL22,969,physical
VTN,ELN,969,physical
TNFAIP1,CUL3,969,physical
MLEC,DDOST,969,physical
CDKN1B,CDKN1A,969,physical
ASF1A,H3F3C,969,physical
RPS12,RPL30,969,physical
BYSL,RRP12,969,physical
MTREX,EXOSC6,969,physical
SKP1,CDC42EP3,969,physical
NUP155,NUP58,969,physical
RARS1,AIMP2,969,physical
RARS1,DARS1,969,physical
PCGF1,EZH2,969,physical
IAPP,RAMP1,969,physical
ACTR5,ACTR8,969,physical
TBPL2,TAF3,969,physical
TRAF2,CASP8,969,physical
YEATS4,ACTL6A,969,physical
RPS4Y1,RPS6,969,physical
ATP6V1E1,RNASEK,969,physical
RAMP1,IAPP,969,physical
UTP3,FBL,969,physical
H3-3B,PYGO2,969,physical
BRD8,VPS72,969,physical
TERF2,SLX4,969,physical
PDGFRA,PDGFRB,969,physical
TAF5L,SGF29,969,physical
PSMB7,PSMB8,969,physical
RPL35,RPS13,969,physical
MSTN,ACVR1B,969,physical
WBP11,UBL5,969,physical
SYT1,FGF1,969,physical
PSMA6,PSME4,969,physical
PSMA6,PSMC2,969,physical
USP22,SUPT3H,969,physical
PALB2,RAD51C,969,physical
PSMD11,PSMA3,969,physical
PDGFRB,PDGFRA,969,physical
CCNT1,ELL3,969,physical
RPL8,RPS8,969,physical
RPL8,RPS25,969,physical
TYROBP,KLRC3,969,physical
MED15,MED30,969,physical
EP300,PPARGC1A,969,physical
EP300,MYB,969,physical
LIG1,FEN1,969,physical
CNTN3,PTPRG,969,physical
PTPN4,GRIN2A,969,physical
EHBP1,RAB8A,969,physical
CDH3,CTNNB1,969,physical
DARS1,RARS1,969,physical
CUL3,TNFAIP1,969,physical
FGF2,S100B,969,physical
IFT57,TTC26,969,physical
PSMD3,PSMA4,969,physical
STAT3,IRF9,969,physical
ADD1,ANK2,969,physical
PPARGC1A,EP300,969,physical
AFF4,EAF2,969,physical
NDUFA9,UQCRFS1,969,physical
ERBB3,RNF41,969,physical
TP53,RB1CC1,969,physical
RPS11,RPL18A,969,physical
RPS11,RPL12,969,physical
PSMA5,PSMC4,969,physical
RPS27A,H2AC17,969,physical
ATP6V1A,ATP6V1G2,969,physical
RNF7,UBE2F,969,physical
EAF2,AFF4,969,physical
RASA1,RALA,969,physical
EPHA1,EFNA5,969,physical
ATP6V1B2,RNASEK,969,physical
CRH,UCN3,969,physical
GLUD1,GLUD2,969,physical
MRPL49,MRPL23,969,physical
MRPL49,MRPL46,969,physical
DLAT,PDK3,969,physical
DCP1B,EDC3,969,physical
NGLY1,RAD23B,969,physical
GRM1,GNAQ,969,physical
MED21,CCNC,969,physical
RANBP2,AHCTF1,969,physical
RANBP2,KIF5B,969,physical
GTF2E1,POLR2F,969,physical
GTF2E1,POLR2L,969,physical
ATP5MC3,MT-ATP6,969,physical
ATP1B3,ATP1A4,969,physical
GNAQ,GRM1,969,physical
GNAQ,PLCB1,969,physical
KAT6B,BRD1,969,physical
FANCD2,FANCA,969,physical
ATP6V0D1,RNASEK,969,physical
S100B,FGF2,969,physical
CCR2,CCR6,969,physical
SLX4,TERF2,969,physical
RPL29,RPL23A,969,physical
RPL29,RPL9P9,969,physical
CXCR1,CXCL12,969,physical
PRKCI,PRKCZ,969,physical
PF4,CXCL8,969,physical
MRPL33,GADD45GIP1,969,physical
SNIP1,IK,969,physical
H2AZ1,H2BC11,969,physical
MED30,MED15,969,physical
DEFB1,CCRL2,969,physical
DCAF13,FBL,969,physical
NOL6,FBL,969,physical
NOL6,AATF,969,physical
COPS2,RBX1,969,physical
MRPL16,MRPL22,969,physical
MRPL16,MRPL46,969,physical
RAB8A,RAB8B,969,physical
RAB8A,EHBP1,969,physical
ATP6V1G2,ATP6V1A,969,physical
EMB,SLC16A7,969,physical
HSPA4,OLR1,969,physical
RNASE2,RNH1,969,physical
ZNHIT1,ACTR6,969,physical
CALML6,MIP,969,physical
IRS1,SHC1,969,physical
FEN1,LIG1,969,physical
SF3B3,CDC5L,969,physical
UQCRFS1,NDUFA9,969,physical
CXCL8,PF4,969,physical
MRPL4,GADD45GIP1,969,physical
SDC2,SDC4,969,physical
KIF5B,RANBP2,969,physical
EEF2,RPS24,969,physical
EEF2,RPS6,969,physical
ATP6V0A4,RNASEK,969,physical
MRPL11,MRPL1,969,physical
MRPL11,MRPL23,969,physical
OLR1,HSPA4,969,physical
RPL15,RPL9P9,969,physical
RPL15,RPL7,969,physical
PSMD2,PSMD5,969,physical
RPL4,RPL32,969,physical
RPL4,RPS6,969,physical
RPL4,RPS26,969,physical
RPL4,RPS2,969,physical
RPL4,RPS25,969,physical
MSL2,KAT8,969,physical
MRPL46,MRPL49,969,physical
MRPL46,MRPL16,969,physical
MRPL46,MRPL23,969,physical
RAB8B,RAB8A,969,physical
MRPL1,MRPL11,969,physical
SGF29,TAF5L,969,physical
SSR4,DDOST,969,physical
CHMP6,CHMP4B,969,physical
STX4,STX1A,969,physical
SH2D3C,EIF4G1,969,physical
EEA1,RAB5C,969,physical
INTS3,INTS9,969,physical
EZH2,PCGF1,969,physical
ELL3,CCNT1,969,physical
WIPF2,WASL,969,physical
GADD45GIP1,MRPL28,969,physical
GADD45GIP1,MRPL4,969,physical
GADD45GIP1,MRPL33,969,physical
MED14,CDK8,969,physical
SMARCE1,BCL7A,969,physical
POLR2L,CRCP,969,physical
POLR2L,GTF2E1,969,physical
POLR2L,SUPT4H1,969,physical
MAT2B,MAT1A,969,physical
KARS1,EEF1E1,969,physical
SMDT1,MCUR1,969,physical
GLUD2,GLUD1,969,physical
KCNA4,KCNA2,969,physical
EFNA5,EPHA1,969,physical
IGLL1,CD79B,969,physical
HIST2H2AC,H1-0,969,physical
RARB,NCOA1,969,physical
GRIN2A,PTPN4,969,physical
HIST2H3D,H2BC12,969,physical
HIST2H3D,PYGO2,969,physical
MRPL40,MRPL32,969,physical
MRPL40,MRPL27,969,physical
RAD51C,PALB2,969,physical
DHX15,SNRPD2,969,physical
ACTR8,ACTR5,969,physical
SEL1L,ERLEC1,969,physical
EPHA3,EFNB2,969,physical
PLCB1,GNAQ,969,physical
EZR,ACTB,969,physical
RPL7,RPL24,969,physical
RPL7,RPL36,969,physical
RPL7,RPL23A,969,physical
RPL7,RPL15,969,physical
RPL7,RPL3,969,physical
RPL7,RPL30,969,physical
H3F3C,ASF1A,969,physical
H3F3C,PYGO2,969,physical
MYB,EP300,969,physical
TAF3,TBPL2,969,physical
KAT5,VPS72,969,physical
RPS2,RPL4,969,physical
RPS2,RPLP2,969,physical
RPS2,RPL6,969,physical
RPS2,RPL9P9,969,physical
ICAM4,ITGB2,969,physical
SNRPD2,DHX15,969,physical
RNF41,ERBB3,969,physical
CCR6,CCR2,969,physical
H1-0,HIST2H2AA4,969,physical
H1-0,HIST2H2AC,969,physical
RPS21,RPL23,969,physical
RPL3,RPL18A,969,physical
RPL3,RPL7,969,physical
RPL27A,RPL11,969,physical
ANXA2,DYSF,969,physical
RPS3A,RPLP0,969,physical
RPS3A,RPL6,969,physical
VPS72,KAT5,969,physical
VPS72,BRD8,969,physical
FN1,DPP4,969,physical
HTT,GAPDH,969,physical
ARID4A,BRMS1L,969,physical
TJP1,CTNNB1,969,physical
PSMD12,PSMB3,969,physical
RPS26,RPL4,969,physical
HNRNPH1,HNRNPF,969,physical
H2BC12,HIST2H3D,969,physical
ANK2,ADD1,969,physical
CCRL2,DEFB1,969,physical
RAD23B,NGLY1,969,physical
CASP8,TRAF2,969,physical
PSMB10,PSMA4,969,physical
UBL5,WBP11,969,physical
H2AC17,RPS27A,969,physical
ELN,VTN,969,physical
H3C8,PYGO2,969,physical
CALCR,GNAS,969,physical
EIF2B3,EIF2S2,969,physical
DPP4,FN1,969,physical
PAK3,ARHGEF7,969,physical
EIF3B,EIF5,969,physical
MT-ATP6,ATP5MC3,969,physical
RPL12,RPS5,969,physical
RPL12,RPS11,969,physical
RPL12,RPL23,969,physical
RPL39,RPL7A,969,physical
AHCTF1,RANBP2,969,physical
HIST3H3,PYGO2,969,physical
AFDN,CTNND1,969,physical
SYNE1,LMNA,969,physical
UCHL5,PSMD4,969,physical
DHX9,BRCA1,969,physical
RGS16,GNAI1,969,physical
ATP1A4,ATP1B3,969,physical
LMNA,SYNE1,969,physical
PYGO2,H3-3B,969,physical
PYGO2,H3F3C,969,physical
PYGO2,HIST3H3,969,physical
PYGO2,H3-2,969,physical
PYGO2,HIST2H3D,969,physical
PYGO2,H3C8,969,physical
S100A6,AGER,969,physical
PSMD4,UCHL5,969,physical
ATG5,GABARAPL1,969,physical
ATG5,GABARAPL2,969,physical
HIST2H2AA4,H1-0,969,physical
ACTR1A,ACTB,969,physical
RPL5,RPLP0,969,physical
RPL5,RPL23,969,physical
ZZZ3,MBIP,969,physical
PSMA7,PSMC6,969,physical
GNAS,CALCR,969,physical
RNF113A,CDC5L,969,physical
SUPT3H,USP22,969,physical
CDC5L,RNF113A,969,physical
CDC5L,SF3B3,969,physical
RPL7A,RPL13A,969,physical
RPL7A,RPL39,969,physical
MAT1A,MAT2B,969,physical
MMP9,CTSG,969,physical
SDC4,SDC2,969,physical
MEAF6,MORF4L2,969,physical
CXCR3,CX3CL1,969,physical
DKK1,CKAP4,969,physical
LDLRAP1,AP2B1,969,physical
GDF5,BMPR1B,969,physical
C1QA,C1S,969,physical
PSMB8,PSMB7,969,physical
EIF2S2,EIF2B3,969,physical
AGER,S100A6,969,physical
CKAP4,DKK1,969,physical
TP73,YAP1,969,physical
RPS16,RPLP0,969,physical
PRKCZ,PRKCI,969,physical
GNB1,GNA13,969,physical
MCUR1,SMDT1,969,physical
EEF1E1,KARS1,969,physical
SIN3B,SAP18,969,physical
RPS6,RPS4Y1,969,physical
RPS6,EEF2,969,physical
RPS6,RPL35A,969,physical
RPS6,RPL4,969,physical
RPS6,RPL11,969,physical
RPS6,RPLP0,969,physical
PIR,BCL3,969,physical
UCN3,CRH,969,physical
AKR1C3,AKR1C2,969,physical
SH3GL2,SYNJ1,969,physical
AKR1C2,AKR1C3,969,physical
NOP56,RPS7,969,physical
CDK8,MED14,969,physical
NUP58,NUP155,969,physical
LATS2,MOB1B,969,physical
BET1L,GOSR1,969,physical
FANCA,FANCD2,969,physical
RPL13A,RPL11,969,physical
RPL13A,RPL7A,969,physical
CD79B,IGLL1,969,physical
IGF1,DCN,969,physical
RPL24,RPL7,969,physical
RPL24,RPL9P9,969,physical
SYNPO,MAGI1,969,physical
CRCP,POLR2L,969,physical
EHMT2,KDM1A,969,physical
CXCL12,CXCR1,969,physical
MOB1B,LATS2,969,physical
RPL14,RPLP0,969,physical
RPL14,RPS28,969,physical
RPL14,RPL6,969,physical
RPS8,RPL23,969,physical
RPS8,RPL8,969,physical
GAPDH,HTT,969,physical
IRF9,STAT3,969,physical
MRPL23,MRPL46,969,physical
MRPL23,MRPL49,969,physical
MRPL23,MRPL11,969,physical
CEP83,FBF1,969,physical
ITGB2,ICAM4,969,physical
CTNND1,AFDN,969,physical
KDM1A,EHMT2,969,physical
NEDD4L,UBC,969,physical
CCNL2,CDKN1A,969,physical
PSME4,PSMA6,969,physical
ATG4B,MAP1LC3B,969,physical
CDKN1A,CDKN1B,969,physical
CDKN1A,CCNL2,969,physical
C1S,C1QA,969,physical
NCOA1,RARB,969,physical
MAGI1,SYNPO,969,physical
POLR2F,GTF2E1,969,physical
RPL31,RPS5,969,physical
RPL31,RPLP0,969,physical
RPL31,RPS17,969,physical
DYSF,ANXA2,969,physical
RPL23A,RPL29,969,physical
RPL23A,RPS5,969,physical
RPL23A,RPL18A,969,physical
RPL23A,RPL7,969,physical
RPL23A,RPL9P9,969,physical
RPSA,RPL18A,969,physical
PSMC2,PSMA6,969,physical
SMARCD2,SS18,969,physical
RPS18,RPL37A,969,physical
MORF4L2,MEAF6,969,physical
IK,SNIP1,969,physical
PSMD13,PSMA1,969,physical
PSMD13,PSMB3,969,physical
ACTL6A,YEATS4,969,physical
EXOSC6,MTREX,969,physical
ITK,VAV1,969,physical
PHF21A,HDAC2,969,physical
DDOST,MLEC,969,physical
DDOST,SSR4,969,physical
MBIP,ZZZ3,969,physical
HNRNPF,HNRNPH1,969,physical
GNA13,GNB1,969,physical
CTPS2,CTPS1,969,physical
SHC1,IRS1,969,physical
BMPR1B,GDF5,969,physical
RPL6,RPL14,969,physical
RPL6,RPL27,969,physical
RPL6,RPS3A,969,physical
RPL6,RPS2,969,physical
KAT8,MSL2,969,physical
SYNJ1,SH3GL2,969,physical
BRD1,KAT6B,969,physical
GABARAPL1,ATG5,969,physical
RPS24,EEF2,969,physical
PSMA1,PSMD13,969,physical
SS18,SMARCD2,969,physical
POLR2H,SUPT4H1,969,physical
EIF4G1,SH2D3C,969,physical
EIF4G1,EIF4G2,969,physical
RPL32,RPL4,969,physical
RPL37A,RPLP0,969,physical
RPL37A,RPS18,969,physical
PTPRG,CNTN3,969,physical
BRCA1,DHX9,969,physical
BRCA1,SETX,969,physical
CALML4,MIP,969,physical
TTC26,IFT57,969,physical
BRD9,BCL7A,969,physical
RPL23,RPL5,969,physical
RPL23,RPL12,969,physical
RPL23,RPS21,969,physical
RPL23,RPL11,969,physical
RPL23,RPS8,969,physical
RPL23,RPL18A,969,physical
RPL23,RPL9P9,969,physical
WDR36,AATF,969,physical
ZNF346,MYC,969,physical
SPCS3,SEC11A,969,physical
RPL30,RPL7,969,physical
RPL30,RPS12,969,physical
CCNC,MED21,969,physical
INTS9,INTS3,969,physical
HDAC2,PHF21A,969,physical
MRPL22,MRPL27,969,physical
MRPL22,MRPL16,969,physical
RPLP2,RPS2,969,physical
EIF4G2,EIF4G1,969,physical
RNH1,RNASE2,969,physical
RPS25,RPL4,969,physical
RPS25,RPL8,969,physical
RPS13,RPL35,969,physical
KLRC3,TYROBP,969,physical
UBC,NEDD4L,969,physical
ACVR1B,MSTN,969,physical
BCL7A,BRD9,969,physical
BCL7A,SMARCE1,969,physical
RRP12,BYSL,969,physical
RAB5C,EEA1,969,physical
SLC16A7,EMB,969,physical
RPLP0,RPL37A,969,physical
RPLP0,RPS3A,969,physical
RPLP0,RPS16,969,physical
RPLP0,RPS6,969,physical
RPLP0,RPL14,969,physical
RPLP0,RPL5,969,physical
RPLP0,RPL31,969,physical
RNASEK,ATP6V0A4,969,physical
RNASEK,ATP6V1E1,969,physical
RNASEK,ATP6V0D1,969,physical
RNASEK,ATP6V1B2,969,physical
XRCC3,RAD51,969,physical
SEC11A,SPCS3,969,physical
TBL3,AATF,969,physical
RPL36,RPL7,969,physical
CENPX,CENPM,969,physical
RPL27,RPL6,969,physical
RPL27,RPL9P9,969,physical
UQCR11,UQCRHL,969,physical
RPS28,RPL14,969,physical
VAV1,ITK,969,physical
RPS5,RPL9P9,969,physical
RPS5,RPL12,969,physical
RPS5,RPL31,969,physical
RPS5,RPL23A,969,physical
H2BC11,H2AZ1,969,physical
AATF,WDR36,969,physical
AATF,TBL3,969,physical
AATF,NOL6,969,physical
UBE2F,RNF7,969,physical
MYC,ZNF346,969,physical
YAP1,TP73,969,physical
CDC42EP3,SKP1,969,physical
FGF1,SYT1,969,physical
SAP18,SIN3B,969,physical
AP2B1,LDLRAP1,969,physical
PSMB3,PSMD13,969,physical
PSMB3,PSMD12,969,physical
EXOC5,EXOC6B,969,physical
PSMC6,PSMA7,969,physical
UQCRHL,UQCR11,969,physical
KCNA2,KCNA4,969,physical
EXOC6B,EXOC5,969,physical
FBF1,CEP83,969,physical
RAD51,XRCC3,969,physical
EFNB2,EPHA3,969,physical
RPL9P9,RPL15,969,physical
RPL9P9,RPL23A,969,physical
RPL9P9,RPL27,969,physical
RPL9P9,RPL29,969,physical
RPL9P9,RPL23,969,physical
RPL9P9,RPL24,969,physical
RPL9P9,RPS2,969,physical
RPL9P9,RPS5,969,physical
ACTB,ACTR1A,969,physical
ACTB,EZR,969,physical
RPS7,NOP56,969,physical
CTNNB1,TJP1,969,physical
CTNNB1,CDH3,969,physical
ARHGEF7,PAK3,969,physical
RPL35A,RPS6,969,physical
RPL11,RPL27A,969,physical
RPL11,RPL13A,969,physical
RPL11,RPS6,969,physical
RPL11,RPL23,969,physical
MRPL28,GADD45GIP1,969,physical
GNAI1,RGS16,969,physical
COL17A1,ITGB4,969,physical
EDC3,DCP1B,969,physical
CTPS1,CTPS2,969,physical
RPS17,RPL31,969,physical
MAP1LC3B,ATG4B,969,physical
MIP,CALML4,969,physical
MIP,CALML6,969,physical
PDK3,DLAT,969,physical
H3-2,PYGO2,969,physical
CDH17,VCL,968,physical
CDH17,CTNND2,968,physical
PSMA4,PSMD13,968,physical
HDAC7,FOXA1,968,physical
PSMC4,PSMA3,968,physical
ACTL6B,SMARCB1,968,physical
FSTL3,INHBA,968,physical
TBX21,RUNX3,968,physical
MTMR7,MTMR9,968,physical
PILRA,PTPN11,968,physical
UQCRC1,NDUFB9,968,physical
UQCRC1,NDUFA12,968,physical
OTUB2,UBC,968,physical
EFNB1,EPHB3,968,physical
VCL,CDH17,968,physical
PSMD8,PSMB2,968,physical
MAPK12,DLG1,968,physical
PSMA3,PSMD1,968,physical
PSMA3,PSMC4,968,physical
EIF5,EIF3I,968,physical
PSME2,PSMA1,968,physical
STAG2,WAPL,968,physical
POLR2C,MED6,968,physical
VPS18,VPS8,968,physical
PYCR3,PYCR1,968,physical
MTMR9,MTMR7,968,physical
PPP2CB,PPP2R2D,968,physical
POLR2I,GTF2B,968,physical
RPL18A,RPS3,968,physical
RPL18A,RPL4,968,physical
RPL18A,RPLP0,968,physical
RPL18A,RPL13,968,physical
PSMA2,PSME1,968,physical
MRPL32,MRPL27,968,physical
MRPL32,MRPL46,968,physical
MRPL32,MRPL12,968,physical
RPL19,RPS5,968,physical
RPL19,RPS15,968,physical
RPL19,PA2G4,968,physical
MRPL27,MRPL3,968,physical
MRPL27,MRPL34,968,physical
MRPL27,MRPL23,968,physical
MRPL27,MRPL32,968,physical
MRPL27,MRPL12,968,physical
RPS12,RPL13,968,physical
RPS12,RPL27,968,physical
RPS12,RPL23A,968,physical
RPS12,RPL36,968,physical
RPS12,RPL27A,968,physical
RPS12,RPL35A,968,physical
BYSL,RPS3,968,physical
TBP,BRF1,968,physical
HBEGF,CD9,968,physical
MLH1,BRIP1,968,physical
CRBN,GSPT1,968,physical
SF3B6,SNRPB2,968,physical
BCL9,TCF7L2,968,physical
VPS4B,CHMP2B,968,physical
VPS4B,IST1,968,physical
INHBA,FSTL3,968,physical
B9D2,TMEM216,968,physical
ZNF350,RBBP8,968,physical
PLCG1,SH3BP2,968,physical
H4C9,H2AFV,968,physical
H4C9,L3MBTL1,968,physical
BMP4,BMP2,968,physical
MRPS7,PTCD3,968,physical
VASP,BAIAP2,968,physical
CDC25B,YWHAH,968,physical
SNRPB2,SF3B6,968,physical
YWHAH,CDC25B,968,physical
FOXA1,HDAC7,968,physical
TRPC4AP,CUL4A,968,physical
ACTR3C,ACTB,968,physical
MRPL34,MRPL27,968,physical
MLLT1,DOT1L,968,physical
LGALS3,GP6,968,physical
PTCD3,MRPS7,968,physical
BRD8,MBTD1,968,physical
TERF2,NBN,968,physical
CRP,CFHR4,968,physical
HSPBP1,HSPA1A,968,physical
PI4KA,TTC7B,968,physical
ACTR3B,ACTB,968,physical
MBD2,RBBP4,968,physical
CDK7,GTF2H5,968,physical
CDK4,CCNE1,968,physical
STX6,VAMP7,968,physical
BRIP1,MLH1,968,physical
DAB2IP,DAB2,968,physical
PSMB7,PSMD2,968,physical
RPL35,RPS11,968,physical
RPL35,RPL34,968,physical
RPL35,PA2G4,968,physical
RPL35,RPL28,968,physical
RPL35,RPS23,968,physical
RPL35,RPL21,968,physical
RPL35,RPL24,968,physical
RPL35,RPL12,968,physical
RIPK1,CYLD,968,physical
MRPL15,MRPL46,968,physical
BARD1,RNF2,968,physical
MSTN,TGFBR1,968,physical
PSMC1,PSMA1,968,physical
UTP20,NOL10,968,physical
FLT4,GRB2,968,physical
MARS1,IARS2,968,physical
CREBBP,ATF2,968,physical
RPL8,PA2G4,968,physical
VAMP7,STX6,968,physical
CCNE1,CDK4,968,physical
MED15,CDK8,968,physical
EP300,LEF1,968,physical
EP300,PPARG,968,physical
CHMP2B,VPS4B,968,physical
IL7,IL9,968,physical
KDR,FGF2,968,physical
MCOLN1,MCOLN3,968,physical
HAT1,H3C8,968,physical
ATF2,CREBBP,968,physical
CUL3,KLHL21,968,physical
CUL3,KLHL41,968,physical
FGF2,KDR,968,physical
STAT3,EGFR,968,physical
STAT3,FN1,968,physical
MRPL3,MRPL27,968,physical
VCAN,ACAN,968,physical
LEF1,EP300,968,physical
NRP1,SEMA3B,968,physical
NBN,TERF2,968,physical
FAM160A2,HOOK3,968,physical
CDK2,CDKN1C,968,physical
NCOR1,NR1H4,968,physical
NEK8,ANKS6,968,physical
TP53,S100A2,968,physical
GEMIN7,GEMIN4,968,physical
PSMB6,PSMD14,968,physical
RPS11,RPL28,968,physical
RPS11,RPL9P9,968,physical
RPS11,RPLP0,968,physical
RPS11,RPL35,968,physical
RPS27A,RNF31,968,physical
POLR2D,MED21,968,physical
POLR2D,MED6,968,physical
RPL37,RPL27,968,physical
IL9,IL7,968,physical
EGFR,STAT3,968,physical
NDUFB9,UQCRC1,968,physical
RPS3,RPL18A,968,physical
RPS3,RPL38,968,physical
RPS3,BYSL,968,physical
MARS2,IARS2,968,physical
MED21,POLR2D,968,physical
SMARCA5,SMARCA1,968,physical
RANBP2,NUP160,968,physical
RMND5A,WDR26,968,physical
KLHL41,CUL3,968,physical
ATP5MC3,ATP5PD,968,physical
ATP6V0D2,ATP6V0B,968,physical
PPARG,EP300,968,physical
MRPL17,MRPL12,968,physical
MRPL17,MRPL23,968,physical
HK2,HK1,968,physical
AMFR,UBC,968,physical
TRAPPC10,TRAPPC3,968,physical
PWP2,HEATR1,968,physical
RPL29,RPL32,968,physical
NEUROD1,TCF12,968,physical
WDFY3,GABARAP,968,physical
RPS23,RPL35,968,physical
RPS23,RPL27A,968,physical
RPS23,RPL34,968,physical
TLR3,TRAF3,968,physical
HSPA9,PAM16,968,physical
DCAF13,SNU13,968,physical
ANKS6,NEK8,968,physical
WAPL,STAG2,968,physical
MRPL16,MRPL23,968,physical
MRPL16,MRPL40,968,physical
ATP5PD,ATP5MC3,968,physical
PA2G4,RPL35,968,physical
PA2G4,RPL8,968,physical
PA2G4,RPL19,968,physical
CD2BP2,DDX23,968,physical
ADRB2,AKAP12,968,physical
CEBPB,MYB,968,physical
HOOK3,FAM160A2,968,physical
MRPL13,MRPL46,968,physical
AVEN,APAF1,968,physical
GABARAP,WDFY3,968,physical
CTNND2,CDH17,968,physical
RPL13,RPL34,968,physical
RPL13,RPL28,968,physical
RPL13,RPL18A,968,physical
RPL13,RPL3,968,physical
RPL13,RPS19,968,physical
RPL13,RPL38,968,physical
RPL13,RPS12,968,physical
RPL13,RPS26,968,physical
PPP1R3B,PPP1CC,968,physical
H2AFV,H4C9,968,physical
MRPL48,MRPL46,968,physical
CBX2,H3-2,968,physical
GP6,LGALS3,968,physical
RPL15,RPS18,968,physical
RPL15,RPS5,968,physical
RPL15,RPL38,968,physical
RPL15,RPL34,968,physical
RPL15,RPS9,968,physical
PSMD1,PSMA3,968,physical
PRKACA,AKAP9,968,physical
RPL38,RPL13,968,physical
RPL38,RPL28,968,physical
RPL38,RPL34,968,physical
RPL38,RPL15,968,physical
RPL38,RPS9,968,physical
RPL38,RPL27A,968,physical
RPL38,RPS20,968,physical
RPL38,RPSA,968,physical
RPL38,RPS3,968,physical
PSMD2,PSMB7,968,physical
RAB1B,RAB1A,968,physical
DDX23,CD2BP2,968,physical
RPL4,RPS18,968,physical
RPL4,RPS16,968,physical
RPL4,RPL18A,968,physical
RPL4,RPL36,968,physical
RPL4,RPL18,968,physical
ELMO1,ELMO3,968,physical
MSL3,KAT8,968,physical
MRPL46,MRPL48,968,physical
MRPL46,MRPL32,968,physical
MRPL46,MRPL55,968,physical
MRPL46,MRPL13,968,physical
MRPL46,MRPL15,968,physical
DAB2,DAB2IP,968,physical
RNF31,RPS27A,968,physical
TYMS,DHFR,968,physical
PAM16,HSPA9,968,physical
BAIAP2,VASP,968,physical
SNRNP200,SNW1,968,physical
NCL,HNRNPK,968,physical
EZH2,VAV1,968,physical
ARID1A,SS18,968,physical
ING3,MORF4L2,968,physical
CNOT1,YTHDF2,968,physical
GEMIN4,GEMIN7,968,physical
TNNI3K,TNNI3,968,physical
PELI3,IRAK1,968,physical
GADD45GIP1,MRPL9,968,physical
GSK3B,PRKACG,968,physical
CUL1,GLMN,968,physical
VPS33B,VPS11,968,physical
KCNA4,DLG4,968,physical
NDUFA12,UQCRC1,968,physical
EPHB3,EFNB1,968,physical
HIST2H3D,RAG2,968,physical
LAMP1,LAMP2,968,physical
MRPL40,MRPL16,968,physical
MRPL12,MRPL27,968,physical
MRPL12,MRPL17,968,physical
MRPL12,MRPL32,968,physical
TMEM216,B9D2,968,physical
WASF3,CYFIP2,968,physical
TTC7B,PI4KA,968,physical
RAD54B,ATRX,968,physical
CXCL14,CXCR4,968,physical
