gene1,gene2
MRPS12,NDUFB8
MRPS12,NDUFB9
MRPS12,NDUFC1
MRPS12,NDUFC2
MRPS12,NDUFS1
MRPS12,NDUFS2
MRPS12,NDUFS5
MRPS12,NDUFS7
MRPS12,NDUFS8
MRPS12,NDUFV2
MRPS12,NGRN
MRPS12,NOA1
MRPS12,NSUN4
MRPS12,PARS2
MRPS12,PET117
MRPS12,PNPT1
MRPS12,POLG
MRPS12,POLG2
MRPS12,POLRMT
MRPS12,PRORP
MRPS12,PTCD1
MRPS12,PTCD3
MRPS12,QRSL1
MRPS12,RARS2
MRPS12,RBFA
MRPS12,RPUSD4
MRPS12,SARS2
MRPS12,SCO1
MRPS12,SCO2
MRPS12,SLC25A26
MRPS12,SSBP1
MRPS12,SUPV3L1
MRPS12,TARS2
MRPS12,TFAM
MRPS12,TFB1M
MRPS12,TFB2M
MRPS12,TIMMDC1
MRPS12,TRMT10C
MRPS12,TRUB2
MRPS12,TWNK
MRPS12,UQCRB
MRPS12,UQCRC1
MRPS12,UQCRC2
MRPS12,VARS2
MRPS12,WARS2
MRPS12,YARS2
MRPS12,YBEY
MRPS14,MRPS16
MRPS14,MRPS17
MRPS14,MRPS18B
MRPS14,MRPS18C
MRPS14,MRPS2
MRPS14,MRPS21
MRPS14,MRPS22
MRPS14,MRPS23
MRPS14,MRPS24
MRPS14,MRPS25
MRPS14,MRPS26
MRPS14,MRPS27
MRPS14,MRPS31
MRPS14,MRPS33
MRPS14,MRPS34
MRPS14,MRPS35
MRPS14,MRPS5
MRPS14,MRPS6
MRPS14,MRPS7
MRPS14,MRPS9
MRPS14,MTERF3
MRPS14,MTERF4
MRPS14,MTG1
MRPS14,MTG2
MRPS14,MTPAP
MRPS14,NARS2
MRPS14,NDUFA10
MRPS14,NDUFA8
MRPS14,NDUFB10
MRPS14,NDUFB11
MRPS14,NDUFB8
MRPS14,NDUFC2
MRPS14,NDUFS1
MRPS14,NDUFS2
MRPS14,NDUFS8
MRPS14,NGRN
MRPS14,NOA1
MRPS14,NSUN4
MRPS14,PARS2
MRPS14,PET117
MRPS14,PNPT1
MRPS14,POLG
MRPS14,POLG2
MRPS14,POLRMT
MRPS14,PRORP
MRPS14,PTCD1
MRPS14,PTCD3
MRPS14,QRSL1
MRPS14,RARS2
MRPS14,RBFA
MRPS14,RPUSD4
MRPS14,SARS2
MRPS14,SCO2
MRPS14,SLC25A26
MRPS14,SSBP1
MRPS14,SUPV3L1
MRPS14,TARS2
MRPS14,TFAM
MRPS14,TFB1M
MRPS14,TFB2M
MRPS14,TRUB2
MRPS14,TWNK
MRPS14,UQCRB
MRPS14,UQCRC2
MRPS14,VARS2
MRPS14,WARS2
MRPS14,YARS2
MRPS14,YBEY
MRPS15,NARS2
MRPS16,MRPS17
MRPS16,MRPS18B
MRPS16,MRPS18C
MRPS16,MRPS2
MRPS16,MRPS21
MRPS16,MRPS22
MRPS16,MRPS23
MRPS16,MRPS24
MRPS16,MRPS25
MRPS16,MRPS26
MRPS16,MRPS27
MRPS16,MRPS28
MRPS16,MRPS31
MRPS16,MRPS33
MRPS16,MRPS34
MRPS16,MRPS35
MRPS16,MRPS5
MRPS16,MRPS6
MRPS16,MRPS7
MRPS16,MRPS9
MRPS16,MTERF3
MRPS16,MTERF4
MRPS16,MTG1
MRPS16,MTG2
MRPS16,MTPAP
MRPS16,MTRF1L
MRPS16,NARS2
MRPS16,NDUFA1
MRPS16,NDUFA10
MRPS16,NDUFA11
MRPS16,NDUFA2
MRPS16,NDUFA6
MRPS16,NDUFA8
MRPS16,NDUFA9
MRPS16,NDUFAF3
MRPS16,NDUFAF5
MRPS16,NDUFAF7
MRPS16,NDUFB10
MRPS16,NDUFB11
MRPS16,NDUFB2
MRPS16,NDUFB3
MRPS16,NDUFB4
MRPS16,NDUFB5
MRPS16,NDUFB6
MRPS16,NDUFB7
MRPS16,NDUFB8
MRPS16,NDUFB9
MRPS16,NDUFC1
MRPS16,NDUFC2
MRPS16,NDUFS1
MRPS16,NDUFS2
MRPS16,NDUFS5
MRPS16,NDUFS7
MRPS16,NDUFS8
MRPS16,NDUFV2
MRPS16,NGRN
MRPS16,NSUN4
MRPS16,PARS2
MRPS16,PDSS2
MRPS16,PET117
MRPS16,PNPT1
MRPS16,POLG
MRPS16,POLG2
MRPS16,POLRMT
MRPS16,PRORP
MRPS16,PTCD1
MRPS16,PTCD3
MRPS16,QRSL1
MRPS16,RARS2
MRPS16,RBFA
MRPS16,RPUSD4
MRPS16,RTN4IP1
MRPS16,SARS2
MRPS16,SCO1
MRPS16,SCO2
MRPS16,SLC25A26
MRPS16,SSBP1
MRPS16,SUPV3L1
MRPS16,TARS2
MRPS16,TFAM
MRPS16,TFB1M
MRPS16,TFB2M
MRPS16,TIMMDC1
MRPS16,TRMT10C
MRPS16,TRUB2
MRPS16,TWNK
MRPS16,UQCRB
MRPS16,UQCRC1
MRPS16,UQCRC2
MRPS16,VARS2
MRPS16,WARS2
MRPS16,YARS2
MRPS17,MRPS18B
MRPS17,MRPS18C
MRPS17,MRPS2
MRPS17,MRPS22
MRPS17,MRPS23
MRPS17,MRPS24
MRPS17,MRPS25
MRPS17,MRPS26
MRPS17,MRPS27
MRPS17,MRPS28
MRPS17,MRPS30
MRPS17,MRPS31
MRPS17,MRPS33
MRPS17,MRPS34
MRPS17,MRPS35
MRPS17,MRPS5
MRPS17,MRPS6
MRPS17,MRPS7
MRPS17,MRPS9
MRPS17,MTERF3
MRPS17,MTERF4
MRPS17,MTG1
MRPS17,MTG2
MRPS17,MTPAP
MRPS17,NARS2
MRPS17,NDUFA1
MRPS17,NDUFA10
MRPS17,NDUFA11
MRPS17,NDUFA6
MRPS17,NDUFA8
MRPS17,NDUFAF1
MRPS17,NDUFAF7
MRPS17,NDUFB10
MRPS17,NDUFB11
MRPS17,NDUFB2
MRPS17,NDUFB3
MRPS17,NDUFB4
MRPS17,NDUFB5
MRPS17,NDUFB6
MRPS17,NDUFB8
MRPS17,NDUFC1
MRPS17,NDUFC2
MRPS17,NDUFS1
MRPS17,NDUFS2
MRPS17,NDUFS7
MRPS17,NDUFS8
MRPS17,NDUFV2
MRPS17,NGRN
MRPS17,NSUN4
MRPS17,PARS2
MRPS17,PDSS2
MRPS17,PET117
MRPS17,PNPT1
MRPS17,POLG
MRPS17,POLG2
MRPS17,POLRMT
MRPS17,PRORP
MRPS17,PTCD1
MRPS17,PTCD3
MRPS17,QRSL1
MRPS17,RARS2
MRPS17,RBFA
MRPS17,RPUSD4
MRPS17,RTN4IP1
MRPS17,SARS2
MRPS17,SCO1
MRPS17,SCO2
MRPS17,SLC25A26
MRPS17,SSBP1
MRPS17,SUPV3L1
MRPS17,TARS2
MRPS17,TFAM
MRPS17,TFB1M
MRPS17,TFB2M
MRPS17,TIMMDC1
MRPS17,TRMT10C
MRPS17,TRUB2
MRPS17,TWNK
MRPS17,UQCRB
MRPS17,UQCRC1
MRPS17,UQCRC2
MRPS17,VARS2
MRPS17,WARS2
MRPS17,YARS2
MRPS17,YBEY
MRPS18A,MRPS18B
MRPS18A,MRPS24
MRPS18A,MRPS25
MRPS18A,MRPS6
MRPS18A,MTG2
MRPS18A,NARS2
MRPS18A,PRORP
MRPS18A,PTCD3
MRPS18A,QRSL1
MRPS18A,SARS2
MRPS18A,TARS2
MRPS18A,TRUB2
MRPS18B,MRPS18C
MRPS18B,MRPS2
MRPS18B,MRPS21
MRPS18B,MRPS22
MRPS18B,MRPS23
MRPS18B,MRPS24
MRPS18B,MRPS25
MRPS18B,MRPS26
MRPS18B,MRPS27
MRPS18B,MRPS28
MRPS18B,MRPS30
MRPS18B,MRPS31
MRPS18B,MRPS33
MRPS18B,MRPS34
MRPS18B,MRPS35
MRPS18B,MRPS5
MRPS18B,MRPS6
MRPS18B,MRPS7
MRPS18B,MRPS9
MRPS18B,MTERF3
MRPS18B,MTERF4
MRPS18B,MTG1
MRPS18B,MTG2
MRPS18B,MTPAP
MRPS18B,NARS2
MRPS18B,NDUFA1
MRPS18B,NDUFA10
MRPS18B,NDUFA11
MRPS18B,NDUFA2
MRPS18B,NDUFA3
MRPS18B,NDUFA6
MRPS18B,NDUFA8
MRPS18B,NDUFAF1
MRPS18B,NDUFAF3
MRPS18B,NDUFAF4
MRPS18B,NDUFAF7
MRPS18B,NDUFB10
MRPS18B,NDUFB11
MRPS18B,NDUFB2
MRPS18B,NDUFB4
MRPS18B,NDUFB5
MRPS18B,NDUFB6
MRPS18B,NDUFB7
MRPS18B,NDUFB8
MRPS18B,NDUFB9
MRPS18B,NDUFC1
MRPS18B,NDUFC2
MRPS18B,NDUFS1
MRPS18B,NDUFS2
MRPS18B,NDUFS5
MRPS18B,NDUFS7
MRPS18B,NDUFS8
MRPS18B,NDUFV2
MRPS18B,NGRN
MRPS18B,NSUN4
MRPS18B,PARS2
MRPS18B,PDSS1
MRPS18B,PDSS2
MRPS18B,PET117
MRPS18B,PNPT1
MRPS18B,POLG
MRPS18B,POLG2
MRPS18B,POLRMT
MRPS18B,PRORP
MRPS18B,PTCD1
MRPS18B,PTCD3
MRPS18B,QRSL1
MRPS18B,RARS2
MRPS18B,RBFA
MRPS18B,RPUSD4
MRPS18B,SARS2
MRPS18B,SCO2
MRPS18B,SLC25A26
MRPS18B,SSBP1
MRPS18B,SUPV3L1
MRPS18B,TARS2
MRPS18B,TFAM
MRPS18B,TFB1M
MRPS18B,TFB2M
MRPS18B,TIMMDC1
MRPS18B,TRMT10C
MRPS18B,TRUB2
MRPS18B,TWNK
MRPS18B,UQCRB
MRPS18B,UQCRC1
MRPS18B,UQCRC2
MRPS18B,UQCRFS1
MRPS18B,VARS2
MRPS18B,WARS2
MRPS18B,YARS2
MRPS18B,YBEY
MRPS18C,MRPS2
MRPS18C,MRPS22
MRPS18C,MRPS23
MRPS18C,MRPS24
MRPS18C,MRPS25
MRPS18C,MRPS26
MRPS18C,MRPS28
MRPS18C,MRPS31
MRPS18C,MRPS35
MRPS18C,MRPS5
MRPS18C,MRPS6
MRPS18C,MRPS7
MRPS18C,MRPS9
MRPS18C,MTERF3
MRPS18C,MTERF4
MRPS18C,MTG1
MRPS18C,MTG2
MRPS18C,MTPAP
MRPS18C,NARS2
MRPS18C,NDUFA1
MRPS18C,NDUFA10
MRPS18C,NDUFA8
MRPS18C,NDUFB11
MRPS18C,NDUFB2
MRPS18C,NDUFB6
MRPS18C,NDUFB7
MRPS18C,NDUFB9
MRPS18C,NDUFC1
MRPS18C,NDUFC2
MRPS18C,NDUFS2
MRPS18C,NDUFV2
MRPS18C,NGRN
MRPS18C,NSUN4
MRPS18C,PDSS2
MRPS18C,PET117
MRPS18C,PNPT1
MRPS18C,POLG
MRPS18C,POLG2
MRPS18C,PRORP
MRPS18C,PTCD1
MRPS18C,PTCD3
MRPS18C,QRSL1
MRPS18C,RARS2
MRPS18C,RPUSD4
MRPS18C,SUPV3L1
MRPS18C,TARS2
MRPS18C,TFAM
MRPS18C,TFB1M
MRPS18C,TRMT10C
MRPS18C,TRUB2
MRPS18C,TWNK
MRPS18C,VARS2
MRPS18C,WARS2
MRPS18C,YARS2
MRPS2,MRPS21
MRPS2,MRPS22
MRPS2,MRPS23
MRPS2,MRPS24
MRPS2,MRPS25
MRPS2,MRPS26
MRPS2,MRPS27
MRPS2,MRPS28
MRPS2,MRPS30
MRPS2,MRPS31
MRPS2,MRPS33
MRPS2,MRPS34
MRPS2,MRPS35
MRPS2,MRPS5
MRPS2,MRPS6
MRPS2,MRPS7
MRPS2,MRPS9
MRPS2,MTERF3
MRPS2,MTERF4
MRPS2,MTG1
MRPS2,MTG2
MRPS2,MTPAP
MRPS2,NARS2
MRPS2,NDUFA1
MRPS2,NDUFA10
MRPS2,NDUFA11
MRPS2,NDUFA2
MRPS2,NDUFA6
MRPS2,NDUFA8
MRPS2,NDUFAF3
MRPS2,NDUFAF5
MRPS2,NDUFAF7
MRPS2,NDUFB10
MRPS2,NDUFB11
MRPS2,NDUFB2
MRPS2,NDUFB3
MRPS2,NDUFB5
MRPS2,NDUFB6
MRPS2,NDUFB7
MRPS2,NDUFB8
MRPS2,NDUFB9
MRPS2,NDUFC1
MRPS2,NDUFC2
MRPS2,NDUFS1
MRPS2,NDUFS2
MRPS2,NDUFS5
MRPS2,NDUFS7
MRPS2,NDUFS8
MRPS2,NDUFV2
MRPS2,NGRN
MRPS2,NSUN4
MRPS2,PARS2
MRPS2,PET117
MRPS2,PNPT1
MRPS2,POLG
MRPS2,POLG2
MRPS2,POLRMT
MRPS2,PRORP
MRPS2,PTCD1
MRPS2,PTCD3
MRPS2,QRSL1
MRPS2,RARS2
MRPS2,RBFA
MRPS2,RPUSD4
MRPS2,SARS2
MRPS2,SCO1
MRPS2,SCO2
MRPS2,SLC25A26
MRPS2,SSBP1
MRPS2,SUPV3L1
MRPS2,TARS2
MRPS2,TFAM
MRPS2,TFB1M
MRPS2,TFB2M
MRPS2,TIMMDC1
MRPS2,TRMT10C
MRPS2,TRUB2
MRPS2,TWNK
MRPS2,UQCRB
MRPS2,UQCRC1
MRPS2,UQCRC2
MRPS2,VARS2
MRPS2,WARS2
MRPS2,YARS2
MRPS2,YBEY
MRPS21,MRPS22
MRPS21,MRPS23
MRPS21,MRPS24
MRPS21,MRPS25
MRPS21,MRPS6
MRPS21,MTG2
MRPS21,NDUFB9
MRPS21,NSUN4
MRPS21,PRORP
MRPS21,PTCD1
MRPS21,PTCD3
MRPS21,QRSL1
MRPS21,SUPV3L1
MRPS21,TARS2
MRPS21,TFB1M
MRPS21,VARS2
MRPS22,MRPS23
MRPS22,MRPS24
MRPS22,MRPS25
MRPS22,MRPS26
MRPS22,MRPS27
MRPS22,MRPS28
MRPS22,MRPS31
MRPS22,MRPS33
MRPS22,MRPS34
MRPS22,MRPS35
MRPS22,MRPS5
MRPS22,MRPS6
MRPS22,MRPS7
MRPS22,MRPS9
MRPS22,MTERF3
MRPS22,MTERF4
MRPS22,MTG1
MRPS22,MTG2
MRPS22,MTPAP
MRPS22,NARS2
MRPS22,NDUFA1
MRPS22,NDUFA10
MRPS22,NDUFA11
MRPS22,NDUFA2
MRPS22,NDUFA6
MRPS22,NDUFA8
MRPS22,NDUFAF3
MRPS22,NDUFAF7
MRPS22,NDUFB10
MRPS22,NDUFB11
MRPS22,NDUFB2
MRPS22,NDUFB3
MRPS22,NDUFB4
MRPS22,NDUFB5
MRPS22,NDUFB6
MRPS22,NDUFB7
MRPS22,NDUFB8
MRPS22,NDUFB9
MRPS22,NDUFC1
MRPS22,NDUFC2
MRPS22,NDUFS1
MRPS22,NDUFS2
MRPS22,NDUFS8
MRPS22,NDUFV2
MRPS22,NGRN
MRPS22,NSUN4
MRPS22,PARS2
MRPS22,PDSS2
MRPS22,PET117
MRPS22,PNPT1
MRPS22,POLG
MRPS22,POLG2
MRPS22,POLRMT
MRPS22,PRORP
MRPS22,PTCD1
MRPS22,PTCD3
MRPS22,QRSL1
MRPS22,RARS2
MRPS22,RBFA
MRPS22,RPUSD4
MRPS22,SARS2
MRPS22,SCO1
MRPS22,SCO2
MRPS22,SLC25A26
MRPS22,SSBP1
MRPS22,SUPV3L1
MRPS22,TARS2
MRPS22,TFAM
MRPS22,TFB1M
MRPS22,TFB2M
MRPS22,TIMMDC1
MRPS22,TRMT10C
MRPS22,TRUB2
MRPS22,TWNK
MRPS22,UQCRB
MRPS22,UQCRC1
MRPS22,UQCRC2
MRPS22,UQCRFS1
MRPS22,VARS2
MRPS22,WARS2
MRPS22,YARS2
MRPS23,MRPS24
MRPS23,MRPS25
MRPS23,MRPS26
MRPS23,MRPS27
MRPS23,MRPS28
MRPS23,MRPS31
MRPS23,MRPS33
MRPS23,MRPS35
MRPS23,MRPS5
MRPS23,MRPS6
MRPS23,MRPS7
MRPS23,MRPS9
MRPS23,MTERF3
MRPS23,MTERF4
MRPS23,MTG1
MRPS23,MTG2
MRPS23,MTPAP
MRPS23,NARS2
MRPS23,NDUFA1
MRPS23,NDUFA10
MRPS23,NDUFA11
MRPS23,NDUFA2
MRPS23,NDUFA6
MRPS23,NDUFA8
MRPS23,NDUFAF1
MRPS23,NDUFAF3
MRPS23,NDUFAF7
MRPS23,NDUFB10
MRPS23,NDUFB11
MRPS23,NDUFB2
MRPS23,NDUFB3
MRPS23,NDUFB4
MRPS23,NDUFB5
MRPS23,NDUFB6
MRPS23,NDUFB7
MRPS23,NDUFB8
MRPS23,NDUFB9
MRPS23,NDUFC1
MRPS23,NDUFC2
MRPS23,NDUFS1
MRPS23,NDUFS2
MRPS23,NDUFS5
MRPS23,NDUFS7
MRPS23,NDUFS8
MRPS23,NDUFV2
MRPS23,NGRN
MRPS23,NOA1
MRPS23,NSUN4
MRPS23,PARS2
MRPS23,PDSS2
MRPS23,PET117
MRPS23,PNPT1
MRPS23,POLG
MRPS23,POLG2
MRPS23,POLRMT
MRPS23,PRORP
MRPS23,PTCD1
MRPS23,PTCD3
MRPS23,QRSL1
MRPS23,RARS2
MRPS23,RBFA
MRPS23,RPUSD3
MRPS23,RPUSD4
MRPS23,SARS2
MRPS23,SCO1
MRPS23,SCO2
MRPS23,SLC25A26
MRPS23,SSBP1
MRPS23,SUPV3L1
MRPS23,TARS2
MRPS23,TFAM
MRPS23,TFB1M
MRPS23,TFB2M
MRPS23,TIMMDC1
MRPS23,TRMT10C
MRPS23,TRUB2
MRPS23,TWNK
MRPS23,UQCRB
MRPS23,UQCRC1
MRPS23,UQCRC2
MRPS23,UQCRFS1
MRPS23,VARS2
MRPS23,WARS2
MRPS23,YARS2
MRPS23,YBEY
MRPS24,MRPS25
MRPS24,MRPS26
MRPS24,MRPS27
MRPS24,MRPS28
MRPS24,MRPS30
MRPS24,MRPS31
MRPS24,MRPS33
MRPS24,MRPS34
MRPS24,MRPS35
MRPS24,MRPS5
MRPS24,MRPS6
MRPS24,MRPS7
MRPS24,MRPS9
MRPS24,MTERF3
MRPS24,MTERF4
MRPS24,MTG1
MRPS24,MTG2
MRPS24,MTPAP
MRPS24,NARS2
MRPS24,NDUFA1
MRPS24,NDUFA10
MRPS24,NDUFA11
MRPS24,NDUFA2
MRPS24,NDUFA6
MRPS24,NDUFA8
MRPS24,NDUFAF1
MRPS24,NDUFAF3
MRPS24,NDUFAF7
MRPS24,NDUFB10
MRPS24,NDUFB11
MRPS24,NDUFB2
MRPS24,NDUFB3
MRPS24,NDUFB4
MRPS24,NDUFB5
MRPS24,NDUFB6
MRPS24,NDUFB7
MRPS24,NDUFB8
MRPS24,NDUFB9
MRPS24,NDUFC1
MRPS24,NDUFC2
MRPS24,NDUFS1
MRPS24,NDUFS2
MRPS24,NDUFS5
MRPS24,NDUFS7
MRPS24,NDUFS8
MRPS24,NDUFV2
MRPS24,NGRN
MRPS24,NOA1
MRPS24,NSUN4
MRPS24,PARS2
MRPS24,PDSS2
MRPS24,PET117
MRPS24,PNPT1
MRPS24,POLG
MRPS24,POLG2
MRPS24,POLRMT
MRPS24,PPA2
MRPS24,PRORP
MRPS24,PTCD1
MRPS24,PTCD3
MRPS24,QRSL1
MRPS24,RARS2
MRPS24,RBFA
MRPS24,RPUSD4
MRPS24,RTN4IP1
MRPS24,SARS2
MRPS24,SCO1
MRPS24,SCO2
MRPS24,SLC25A26
MRPS24,SSBP1
MRPS24,SUPV3L1
MRPS24,TARS2
MRPS24,TFAM
MRPS24,TFB1M
MRPS24,TFB2M
MRPS24,TIMMDC1
MRPS24,TRMT10C
MRPS24,TRUB2
MRPS24,TWNK
MRPS24,UQCRB
MRPS24,UQCRC1
MRPS24,UQCRC2
MRPS24,UQCRFS1
MRPS24,VARS2
MRPS24,WARS2
MRPS24,YARS2
MRPS24,YBEY
MRPS25,MRPS26
MRPS25,MRPS27
MRPS25,MRPS28
MRPS25,MRPS31
MRPS25,MRPS33
MRPS25,MRPS34
MRPS25,MRPS35
MRPS25,MRPS5
MRPS25,MRPS6
MRPS25,MRPS7
MRPS25,MRPS9
MRPS25,MTERF3
MRPS25,MTERF4
MRPS25,MTG1
MRPS25,MTG2
MRPS25,MTPAP
MRPS25,NARS2
MRPS25,NDUFA1
MRPS25,NDUFA10
MRPS25,NDUFA11
MRPS25,NDUFA2
MRPS25,NDUFA6
MRPS25,NDUFA8
MRPS25,NDUFAF1
MRPS25,NDUFAF3
MRPS25,NDUFAF5
MRPS25,NDUFAF7
MRPS25,NDUFB10
MRPS25,NDUFB11
MRPS25,NDUFB2
MRPS25,NDUFB3
MRPS25,NDUFB4
MRPS25,NDUFB5
MRPS25,NDUFB6
MRPS25,NDUFB7
MRPS25,NDUFB8
MRPS25,NDUFB9
MRPS25,NDUFC1
MRPS25,NDUFC2
MRPS25,NDUFS1
MRPS25,NDUFS2
MRPS25,NDUFS5
MRPS25,NDUFS7
MRPS25,NDUFS8
MRPS25,NDUFV2
MRPS25,NGRN
MRPS25,NSUN4
MRPS25,PARS2
MRPS25,PDSS2
MRPS25,PET117
MRPS25,PNPT1
MRPS25,POLG
MRPS25,POLG2
MRPS25,POLRMT
MRPS25,PRORP
MRPS25,PTCD1
MRPS25,PTCD3
MRPS25,QRSL1
MRPS25,RARS2
MRPS25,RBFA
MRPS25,RPUSD4
MRPS25,SARS2
MRPS25,SCO1
MRPS25,SCO2
MRPS25,SLC25A26
MRPS25,SSBP1
MRPS25,SUPV3L1
MRPS25,TARS2
MRPS25,TFAM
MRPS25,TFB1M
MRPS25,TFB2M
MRPS25,TIMMDC1
MRPS25,TRMT10C
MRPS25,TRUB2
MRPS25,TUFM
MRPS25,TWNK
MRPS25,UQCRB
MRPS25,UQCRC1
MRPS25,UQCRC2
MRPS25,VARS2
MRPS25,WARS2
MRPS25,YARS2
MRPS25,YBEY
MRPS26,MRPS27
MRPS26,MRPS28
MRPS26,MRPS33
MRPS26,MRPS34
MRPS26,MRPS35
MRPS26,MRPS5
MRPS26,MRPS6
MRPS26,MRPS7
MRPS26,MRPS9
MRPS26,MTERF4
MRPS26,MTG1
MRPS26,MTG2
MRPS26,MTPAP
MRPS26,NARS2
MRPS26,NDUFA10
MRPS26,NDUFA2
MRPS26,NDUFB10
MRPS26,NDUFB8
MRPS26,NDUFC2
MRPS26,NDUFS1
MRPS26,NDUFS2
MRPS26,NDUFS8
MRPS26,NGRN
MRPS26,NSUN4
MRPS26,PET117
MRPS26,PNPT1
MRPS26,POLG
MRPS26,POLG2
MRPS26,POLRMT
MRPS26,PRORP
MRPS26,PTCD1
MRPS26,PTCD3
MRPS26,QRSL1
MRPS26,RARS2
MRPS26,RBFA
MRPS26,RPUSD4
MRPS26,SARS2
MRPS26,SCO2
MRPS26,SLC25A26
MRPS26,SSBP1
MRPS26,SUPV3L1
MRPS26,TARS2
MRPS26,TFAM
MRPS26,TFB1M
MRPS26,TFB2M
MRPS26,TRMT10C
MRPS26,TRUB2
MRPS26,TWNK
MRPS26,UQCRC1
MRPS26,UQCRC2
MRPS26,VARS2
MRPS26,WARS2
MRPS26,YARS2
MRPS27,MRPS33
MRPS27,MRPS35
MRPS27,MRPS5
MRPS27,MRPS6
MRPS27,MTERF3
MRPS27,MTG1
MRPS27,MTG2
MRPS27,MTPAP
MRPS27,NARS2
MRPS27,NDUFA10
MRPS27,PNPT1
MRPS27,PRORP
MRPS27,PTCD1
MRPS27,PTCD3
MRPS27,QRSL1
MRPS27,RARS2
MRPS27,RPUSD4
MRPS27,SARS2
MRPS27,SSBP1
MRPS27,SUPV3L1
MRPS27,TFAM
MRPS27,TFB1M
MRPS27,TRUB2
MRPS27,TUFM
MRPS27,TWNK
MRPS27,UQCRC1
MRPS27,UQCRC2
MRPS27,VARS2
MRPS27,WARS2
MRPS28,MRPS5
MRPS28,MRPS6
MRPS28,MTG2
MRPS28,NARS2
MRPS28,NDUFA1
MRPS28,NDUFC2
MRPS28,PRORP
MRPS28,PTCD3
MRPS28,QRSL1
MRPS28,RPUSD4
MRPS28,SUPV3L1
MRPS28,TARS2
MRPS28,TFAM
MRPS28,TFB1M
MRPS28,TRUB2
MRPS28,TWNK
MRPS28,UQCRC1
MRPS28,VARS2
MRPS30,MTG2
MRPS30,NARS2
MRPS30,RPUSD4
MRPS30,TRUB2
MRPS31,MRPS5
MRPS31,MRPS6
MRPS31,MTG2
MRPS31,NARS2
MRPS31,NDUFA1
MRPS31,NDUFA10
MRPS31,NDUFA11
MRPS31,NDUFA6
MRPS31,NDUFA8
MRPS31,NDUFB11
MRPS31,NDUFB2
MRPS31,NDUFB4
MRPS31,NDUFB6
MRPS31,NDUFB8
MRPS31,NDUFC1
MRPS31,NDUFC2
MRPS31,NDUFS1
MRPS31,NDUFS2
MRPS31,NDUFV2
MRPS31,PRORP
MRPS31,PTCD1
MRPS31,PTCD3
MRPS31,SUPV3L1
MRPS31,TARS2
MRPS31,TFB1M
MRPS31,TIMMDC1
MRPS31,TRMT10C
MRPS33,MRPS34
MRPS33,MRPS35
MRPS33,MRPS5
MRPS33,MRPS6
MRPS33,MTERF4
MRPS33,MTG1
MRPS33,MTG2
MRPS33,NARS2
MRPS33,NDUFA1
MRPS33,NDUFA10
MRPS33,NDUFB2
MRPS33,NDUFB8
MRPS33,NDUFC2
MRPS33,NGRN
MRPS33,NSUN4
MRPS33,PNPT1
MRPS33,POLRMT
MRPS33,PRORP
MRPS33,PTCD1
MRPS33,PTCD3
MRPS33,QRSL1
MRPS33,RPUSD4
MRPS33,SARS2
MRPS33,SLC25A26
MRPS33,SSBP1
MRPS33,TFAM
MRPS33,TFB1M
MRPS33,TFB2M
MRPS33,TIMMDC1
MRPS33,TRUB2
MRPS33,TUFM
MRPS33,TWNK
MRPS33,UQCRC1
MRPS33,UQCRC2
MRPS33,VARS2
MRPS34,MRPS6
MRPS34,MTG2
MRPS34,NARS2
MRPS34,POLRMT
MRPS34,PRORP
MRPS34,PTCD3
MRPS34,QRSL1
MRPS34,RPUSD4
MRPS34,SARS2
MRPS34,TARS2
MRPS34,TFAM
MRPS34,TFB1M
MRPS34,TFB2M
MRPS34,TRUB2
MRPS34,TWNK
MRPS34,VARS2
MRPS35,MRPS5
MRPS35,MRPS6
MRPS35,MRPS9
MRPS35,MTERF3
MRPS35,MTG1
MRPS35,MTG2
MRPS35,MTPAP
MRPS35,NARS2
MRPS35,NSUN4
MRPS35,PNPT1
MRPS35,POLG
MRPS35,PRORP
MRPS35,PTCD1
MRPS35,PTCD3
MRPS35,QRSL1
MRPS35,RARS2
MRPS35,RPUSD4
MRPS35,SARS2
MRPS35,SLC25A26
MRPS35,SUPV3L1
MRPS35,TARS2
MRPS35,TFAM
MRPS35,TFB1M
MRPS35,TRUB2
MRPS35,TWNK
MRPS35,VARS2
MRPS35,WARS2
MRPS5,MRPS6
MRPS5,MRPS7
MRPS5,MRPS9
MRPS5,MTERF3
MRPS5,MTG1
MRPS5,MTG2
MRPS5,MTPAP
MRPS5,NARS2
MRPS5,NDUFA1
MRPS5,NDUFA10
MRPS5,NDUFA11
MRPS5,NDUFA8
MRPS5,NDUFAF7
MRPS5,NDUFB10
MRPS5,NDUFB11
MRPS5,NDUFB2
MRPS5,NDUFB4
MRPS5,NDUFB5
MRPS5,NDUFB6
MRPS5,NDUFB8
MRPS5,NDUFC1
MRPS5,NDUFC2
MRPS5,NDUFS1
MRPS5,NDUFS2
MRPS5,NDUFS5
MRPS5,NDUFS8
MRPS5,NSUN4
MRPS5,PARS2
MRPS5,PNPT1
MRPS5,POLG
MRPS5,POLRMT
MRPS5,PRORP
MRPS5,PTCD1
MRPS5,PTCD3
MRPS5,QRSL1
MRPS5,RARS2
MRPS5,RPUSD4
MRPS5,SARS2
MRPS5,SSBP1
MRPS5,SUPV3L1
MRPS5,TARS2
MRPS5,TFAM
MRPS5,TFB1M
MRPS5,TFB2M
MRPS5,TRMT10C
MRPS5,TRUB2
